技术,参数-尺寸-角-环境-系数,温度,强度,能量,性能,度,率,量,值,换热器,压力容器,容器,反应器,蒸发器,发生器,搅拌器,过滤器,过热器,器,球罐,储罐,罐,塔,瓶,釜,床,筒,炉,管道,接头,设备,设计-制造-工艺,处理,评价-安全-强度,分析,有限元-模拟,理论-效应,封头,壳-层-壁,接管,法兰,螺,板,杆,管,轮,热,流-液,气-氢,酸,标准-规范-准则,法,场-方程-公式-模型,焊接,焊缝,焊,疲劳,腐蚀,断裂,爆炸-火灾,损伤-缺陷-失效,检测-检验,预测-试验-实验-测试,压力,应力-载荷,力-功,钢,铁,钛,金-金属-材料,结构,性,变形-成形,形,水
储氢技术,组合校正系数,终轧温度,强度胀,低温冲击吸收能量KV2,性能,自重变形圆度,屈服率,涡通量,数值模型,弓形折流板换热器,矩形截面压力容器,容器制造,氯化反应器,蒸发器,蒸汽发生器传热管,搅拌器,蒸汽过滤器,后屏过热器,氢气预热器,球罐整体热处理,105m3储罐,内罐,塔板,非重复充装钢瓶,卡箍式快开釜,吸收床,导流筒,CrMo钢炉管,管道系统,热熔接头,超大型设备,应力分析设计,整体热处理,核安全,回归分析,屈曲模拟计算,板壳理论,封头拼缝,外护层破坏,开孔接管补强,人孔法兰,螺旋流,管子管板焊缝,拉杆,翅片对流管,棘轮变形,传热与流动准则式,全流通内夹套,抗氢钢焊缝,有机酸,标准,激光扫描法,现场组对,翻边锥体焊接,曲线焊缝,焊材,疲劳裂纹扩展,含硫腐蚀性杂质,韧性断裂,爆炸窗口,失效机理,漏磁检测,应力测试,接触压力,应力监测,内压和轴向力,304奥氏体不锈钢,磁铁,钛合金,材料劣化,结构,弹性交互作用,挠曲变形,C形密封环,汽水循环
三项核心技术,塑性折减系数,转变温度,当量屈服强度,大线能量用钢,抗震性能,管板厚度,重复频率,对口错边量,数值模拟,纵流壳程换热器,复合材料缠绕压力容器,矩形截面容器,在役加氢反应器,乙二醇装置零效蒸发器,热管蒸汽发生器,转定子式搅拌器,高压飞灰过滤器,蒸汽过热器,催化再生器,丙烯球罐,石油储罐,丙烷卧罐,三聚氰胺废水分解塔,高压空气瓶,脱蜡釜,焦床,筒体开孔补强,火管锅炉,核辅助管道,钢制对接焊接接头,核电站主设备,模块化设计,焊后热处理,安全仪表系统SIS,自增强分析,模拟退火算法,理论研究,凹形封头,层板,接管纵向弯矩,长颈法兰,螺旋内肋扭曲管,CAXA电子图板,导波杆,弯管,热应力棘轮,加热槽,液化气体,硫化氢应力腐蚀损伤,酸洗,规范标准,依法治特,Mises公式,异种钢焊接,309L焊缝金属,焊环,腐蚀疲劳,晶间腐蚀,弹塑性断裂,火灾爆炸,疑似缺陷,非开挖检测,测试,动水压力,最大Mises应力,冲击功,奥氏体不锈钢,铸铁,TA2纯钛,镍基合金内环更换,裙座锻造结构,方向性,成形,V形密封槽,欧洲先进压水堆EPR
建造技术,磁硬度系数,非均匀温度场,高强度钢,能量,腐蚀性能,安全裕度,伸长率换算,参量,疲劳门槛值,网丝多孔式微型换热器,碟形封头压力容器,储氢容器,气相反应器,氯化钡蒸发器,蒸汽发生器,,,顶棚过热器,重沸器,大型液化气球罐,低温储罐单层,外罐,硝酸吸收塔,CNG气瓶,超高压人造水晶釜,,厚壁圆筒,气化炉,管道施工,法兰螺栓接头,核电设备用金属复合板,设计方法,最大模拟热处理,安全附件,信号分析,水力模拟试验,有效应力图法,带法兰封头,耐蚀层,烧嘴接管,法兰密封系统,螺旋槽机械密封,爆炸复合板,波导杆,金属波纹软管,涡流轮廓曲线法,过热蒸汽流,气固两相流,硫化氢腐蚀,碳酸盐,材料规范,加载方法,应变硬化模型,圆形焊接附件,纯铝焊缝,CRC全自动焊,蠕变—疲劳,Cl应力腐蚀裂纹,断裂力学,泄放阀火灾,缺陷的产生原因,超声波检测,冷模试验,压力控制,应力评定,回弹力,2020G钢,铁素体,钛,钒微合金化,紧凑结构,经济性,循环变形,形变诱导马氏体,连续注水
磁记忆技术,海洋环境,温度场分布,抗剪强度,能量释放,拉伸性能,粗糙度,升压速率,独立分量,有限元数值仿真,高压换热器,核级压力容器,绕带容器,超高压管式反应器,蒸发器传热管,蒸汽发生器制造,,,过热器,高压预冷器,10000m3球罐,立式储罐,LNG罐箱,悬挂式塔设备,高纯气体气瓶,搪瓷反应釜,,锅筒,锅炉密封,蒸汽管道,胀接接头,大型化工设备,焊接工艺,分析与处理,安全连锁,断裂分析,统计模拟,胶层效应,球冠形中间封头,壁厚测定,矩形接管,法兰螺纹,螺栓载荷,轧制复合钢板,小冲杆测试,管子,多轮次,双热丝钨极氩弧焊,液压胀接,空气侧压降,硝酸盐,通用型焊接评定标准,测试方法,三维断裂力学模型,异种金属焊接,异种钢焊缝,焊道排布,双轴疲劳,点腐蚀,应力断裂,爆炸危害,缺陷定位,TOFD自动超声检测,试验测试,事故压力,应力评估,力磁耦合,低温用钢,铸铁烘缸,钛材,A350锻造材料,复杂结构,贯穿性裂纹,预变形,伞形支架,水冷
自动化技术,参数化分析,温度范围,高温持久强度,线能量,阻力性能,极限浓度,传热效率,附加质量,权值差除法,纵流管壳式换热器,齿啮式快开压力容器,球形容器,煤业化反应器,油浆蒸发器,转化气蒸汽发生器,,,余热锅炉过热器,100t变位器,乙烯低温球罐,支架式球形储罐,蜡油加氢热高分罐,超重、超大直径薄壁塔设备,储氢瓶,反应釜,,锅筒纵缝,锅炉水,管道焊接,异质接头,国产CF62钢制设备,设计疲劳曲线,局部焊后热处理,安全等级划分,接触分析,有限元模型,多轴棘轮效应,下封头,U型壳,接管补强,锚固法兰,地脚螺栓,金属复合板,折流杆,腐蚀管理,棘轮极限,热影响区,单元流道模型,氢氟酸,高温硫环烷酸腐蚀,验收标准,田口方法,自增强模型,深孔焊接,铝焊缝,宽带极堆焊,应力疲劳,腐蚀损伤,延性断裂,爆炸胀接,初始缺陷,泄漏检测,重新评估试验,临界压力,垫片应力分布,力学响应,X70钢,非铁基材料,工业纯钛,材料选择,微观结构,脆性破坏,温成形,正方形排布,静水压
固定式压力容器安全技术监察规程,角焊缝,温度场,结构强度,大线能量焊接用钢,材料力学性能,接触宽度,功率谱,等效模量,ANSYS数值模拟,固定式换热器,压力容器标准,低温容器,高温反应器,薄膜蒸发器,核电蒸汽发生器,,,,汽水分离再热器MSR,天然气球罐,储罐底板,罐箱,塔设备,CNGⅡ气瓶,蒸压釜,,圆筒,还原炉,海底管道,T型接头,主设备,优化设计,模拟焊后热处理,安全,失效风险分析,有限元法,套合效应,标准椭圆封头,薄壁结构,多开孔接管,法兰结构,螺纹锁紧环,防波板,小冲杆,管口焊,棘轮,一维传热模型,气液两相流动,抗氢钢,连多硫酸,标准漏孔,SchwartzNeuman交替法,应力场,焊接电极,焊缝金属,等离子弧焊,高温疲劳,腐蚀裂纹,断裂韧性,火灾事故,损伤积累,检测方向,对比试验,标定爆破压力,一次应力,受力平衡,980钢,铁基材料,碳化钛,尿素级材料,新型支承结构,弹性安定性,失稳变形,断口形貌,回注水
TOFD检测技术,TTP参数法,温度分析,剪切强度,大焊接线能量用钢,性能分析,塔顶挠度的计算,失效概率,搭接量,峰值应力,钛制列管式换热器,铸铁压力容器,复合型多层真空绝热低温容器,加氢反应器,,中压乙炔发生器,,,,再生器,不锈钢球罐,储罐模型,LPG覆土罐,复合钢板塔,缠绕气瓶,超高压水晶釜,,套筒,Cr5Mo炉管,焊接管道,法兰接头,脱硫设备,堆焊工艺,二次热处理,安全泄放装置,有限元应力分析,三维有限元,焦耳汤姆逊效应,2∶1碟形封头,复合壳,正交接管,焊唇密封法兰,螺纹联接,焊接试板,小冲杆试验法,中心管,热棘轮,热挤压,液氨,高温气冷堆,托普索WSA制硫酸装置,标准化残差法,蒙特卡洛法,极限状态方程,焊接残余应力,环焊缝,半自动焊,疲劳试验,腐蚀与防护,韧脆转变断裂韧性,爆炸成形,面积型缺陷,超声检测,冲击试验,自增强压力,最大周向应力,内积功,SA516Gr70钢,球墨铸铁,钛材牌号,HP40合金,端部结构,完整性评估,变形协调,胀形,给水
技术应用,振型相关系数,多温度,高强度钢瓶,小冲杆能量,传热性能,Cl浓度,压缩率,定量研究,数值分析,加氢换热器,反应堆压力容器钢,液氢容器,聚合反应器,,AP1000蒸汽发生器,,,,并排塔器,真空球罐,大型立式储罐,沥青贮罐,焦炭塔的制造,CNG2复合气瓶,加压釜,,内衬筒,第一废热锅炉,水平管道,焊接接头,制氧设备,工艺装备,消应力处理,结构安全,疲劳分析,屈曲模拟,载荷历程效应,碟形封头,层次结构,出口接管,整体法兰,螺栓拉伸力,波纹板,波形折流杆,异径管,蠕变棘轮,绝热剪切线,羽流现象,气孔,连多硫酸腐蚀,工程标准,屈服应力法,高温本构模型,衬里焊接,单面对接焊缝,冷焊,疲劳评定,高温硫腐蚀,脆性断裂,火灾工况,失效预防,高效检测,危害预测,残余接触压力,环向膜应力,作用力,钢结构,防铁污染,,金相组织,界面结构,可靠性,冷冲压成形,形状允差,深水
技术装备,环境加速因子,Ms温度,静强度,能量值,密封性能,真密度测试,稀释率,特征参量,数值试验,微型换热器,压力容器清洁厂房,2类容器,反应器,,蒸汽发生器管嘴,,,,大型塔器,乙烯球罐,油气储罐,储油罐,CO2吸收塔,长管拖车气瓶,搅拌反应釜,,短圆筒,锅炉管道焊缝,管道失效,对接焊接接头,化工设备,修补工艺优化,热成型及热处理,安全措施补偿,损伤分析,有限元,动力学理论,椭圆形封头,椭球壳体,大直径接管,管箱法兰,螺旋缝埋弧焊管,不锈钢复合钢板,小冲杆试验,低翅片管,汽轮机,热输出,湍流激振,氢损伤,醋酸,国际标准,政策法规,简化模型,电子束焊接,焊缝缺陷,手工电弧焊,疲劳排除,氧化氯化腐蚀,延性韧窝断裂,化学爆炸,失效评定图,检验策略,耐压试验,压力,塑性载荷,复合力矩,钢锻件,δ铁素体,,微合金化,拉撑结构,高效性,控制变形,控制形变,水锤
检测技术,等效应力集中系数,瞬态温度,材料强度,能量法,综合性能,暗线黑度,慢应变速率,定量,最大许用应力值,三叶孔板换热器,气化关键设备压力容器,FRP复合材料容器,热壁加氢反应器,,,,,,冷凝器,高压球罐,球形储罐制造安装,子母罐,氨合成塔内件,人工缺口钢瓶,聚合釜,,吊篮筒体,加压气化炉炉体,西气东输二线管道工程,P91钢焊接接头,设备评级,处理工艺,等效线性化处理,接管和安全端,事故分析,传热模拟,灰色理论,封头,不锈钢堆焊层剥离,斜接管,螺栓法兰连接,连接螺栓,复合板焊接,,轴封水管线,棘轮行为,耐热钢CrMoCoV,交流阻抗,气压胀接,带压沸腾盐酸腐蚀试验,评定标准,几何算法,马尔可夫模型,爆炸焊接,焊缝,双丝埋弧焊,高温低周疲劳,应力腐蚀,沿晶断裂,爆炸轧制,缺陷返修,离线检测,爆破试验,压力降,周向应力,抗拔力,应变强化不锈钢S31608,铁素体FN,,金相,结构改进,周期性,冷成形,矩形大开孔,欧洲先进压水堆
特种设备安全技术规范,热源模型参数,稳态温度,法兰强度和刚度,冲击吸收能量,接头性能,熔区长度,慢应变拉伸速率,流量,峰值周期应力,螺纹锁紧环高压换热器,长管无缝压力容器,容器,氧化反应器,,,,,,高耸塔器,球罐,原油储罐,分离罐,吸收塔,长管拖车钢瓶,萃取釜,,发球筒,锅炉用钢,管道腐蚀防护,镍基焊接接头,海上石油天然气设备,按分析设计,缺陷处理,工业安全,成因分析,模拟PWHT,损伤累积理论,16MnDR封头,半圆柱壳,大口径插入式斜接管,烧嘴法兰,X60螺旋焊管,双相钢复合钢板,,软管组件,棘轮边界,热振荡,液压胀形,加气站,酸洗钝化,欧洲焊接标准,压痕应变法,现场焊接修理,焊接,焊缝开裂,扩散焊,疲劳比,腐蚀试验,等效断裂应变,火灾,损伤容限,定期检验,火烧试验,压力推力,真应力—应变曲线,拉脱力,25Cr2NiMo1V钢,针状铁素体,,铝合金,细长结构,紧密性,偏转变形,波形特征,冷却水
微试样试验技术,接管内圆角,脆性转变温度,强度分析,能量传递,材料性能,厚度计算,慢应变速率拉伸试验,定量RBI,K均值聚类,换热器圆筒,锅炉和压力容器,夹套容器,脱硫反应器,,,,,,再热器引入,混合式球罐,危险化学品储罐,罐式汽车,高耸塔,车用铝内胆碳纤维全缠绕氢气瓶,高压釜,,厚壁大直径筒节,Cr9Mo炉管,复杂管道,同质接头,核级设备,制造与检验,环缝局部电加热处理,本质安全,残余应力分析,地震模拟实验,双轴棘轮效应,封头整体冲压,无折边锥壳,轴向斜接管,衬环法兰,主螺栓,管子—管板焊缝,,热煨弯管,,热固耦合,胀合液压力,气体升压规律,亚硝酸盐,规范案例2843,垂直接触法,现场组焊,焊接顺序,焊缝成形,焊工,疲劳寿命,局部腐蚀,蠕变断裂,敞开式火灾,冲击损伤,检验周期,预测,胀接压力,载荷应力再分布,浮升力,含氮不锈钢,铁素体带,,哈氏合金C4,组合结构,弹塑性,蠕变变形,波形变化,冷凝水滴
技术方案,疲劳强度减弱系数,无塑性转变温度,强度裕度,大线能量焊接,性能退化,H浓度,降温速率,混合离散变量,数值研究,蓄热换热器,压力容器完整性,管式夹套容器,PX氧化反应器,,,,,,板式热交换器,大型球罐,大型储罐,充液罐车,氨合成塔,氧气瓶,,,内压圆筒,氨氧化炉,压力管道快速连接,钢板及焊接接头,核岛主设备,工艺评定,焊后固溶处理,安全管理,失稳分析,快速有限元算法,包辛格效应,瓜瓣封头,侧壁烧嘴,马鞍形接管,法兰,螺孔损伤,管子与管板连接,,90°弯管部件,,热循环,无模液压成形,变换气,连多硫酸应力腐蚀开裂,标准化,BellGhaly方法,HLP模型,焊接与检验,深厚焊缝,带极电渣堆焊,疲劳寿命预测,晶间应力腐蚀开裂,断裂评定,低速爆炸载荷,低温硫化物损伤,检测方案,差压试验,最大允许积聚压力,威布尔应力,地震力,Cr5Mo钢,铁镍基合金,,VN微合金化,主结构应变,数据分散性,变形控制,反拱形爆破片,人造海水
声发射技术,角变形,管壁温度,持久强度,能量分配,组织与性能,缺口高度,疲劳裂纹扩展速率,质量检测,侧膨胀值,板翅式换热器,复合材料压力容器,1类容器,合成反应器,,,,,,高压给水加热器,10000m3天然气球罐,液化天然气储罐,罐式集装箱,放空塔,环缠绕气瓶,,,单节筒体一次成型,高压气淬炉,悬空管道,异种钢焊接接头,超限设备,安装工艺,焊接与热处理,安全评估,减振分析,模拟试验,贝叶斯理论,椭圆封头,薄壁圆柱壳,接管段,螺栓法兰,螺栓预紧,复合管板,,爆管,,热疲劳开裂,流体流动,氢腐蚀,环烷酸,材料标准,修正θ法,工程估算公式,焊接缺陷评定,密缝焊缝,药芯焊丝电弧焊,疲劳循环,一次侧应力腐蚀开裂,断裂控制,爆炸地震波,咬边缺陷,周向超声检测,氦泄漏试验,压力范围,应力应变评定,裂纹扩展阻力曲线,双相不锈钢,网状铁素体,,金相观察,密封结构,稳定性,冲压成形,圈形波,超水压
预警技术,参数化模型,成形温度,强度校核,冲击吸收能量KV2,焊接接头力学性能,圆度,概率断裂力学,流量不均幅值,数值计算,微通道换热器,核反应堆压力容器,氢气无缝容器,反应器管,,,,,,爆破片夹持器,乙烷球罐,大型拱顶网壳储罐,卧式搅拌罐,异构化原料分离塔,车用瓶阀,,,圆筒模型,制氢转化炉管,核级管道,管子管板接头,设备支撑,工艺试验,热处理规范,安全性分析,反对称载荷分析削弱圆板,有限元模拟,薄壳理论解,凸形封头,聚液壳,开口接管,法兰密封,螺旋管,三叶孔板,,管土作用,,热喷涂,液化天然气,硫化氢应力腐蚀,硫酸浓缩,API标准,钻孔法,Beremin模型,焊接构件,225Cr1Mo025V焊缝,胀焊结合,疲劳损伤,防腐蚀对策,断裂模式,爆炸,微观损伤,磁记忆检测,实验,爆破压力,平均应力松弛,支座反力,FeCrNi奥氏体不锈钢,,,25Cr35NiNb微合金,二维结构,轴向稳定性,变形,矩形微通道,水室
规则化数据还原技术,临界裂纹尺寸,温度变化速率,外压强度,夏比冲击吸收能量,性能试验,弹簧刚度,应变速率,蒸发流量,模糊c均值,新乏蒸汽换热器,压力容器用钢管,绕丝容器,甲醇合成反应器,,,,,,橡胶阻尼器,球罐检验,球形储罐,罐口,常压塔,非重复充装焊接钢瓶,,,筒形件,急冷锅炉,工业管道,电熔接头,核电设备,药芯焊丝电弧焊工艺,局部热处理,核电安全端,疲劳试验和分析,有限元方法,时滞效应,平盖封头,薄壁,接管,组合法兰,水平螺旋管,C27616MnR复合板,,加强型波纹管,,对流换热,运动流体,储气井,,R6规范,试验方法,约束方程,异种合金焊接,异种金属焊缝,内孔对接焊,疲劳校核,晶间腐蚀开裂,,爆炸复合,损伤Jd积分,检验及修复,优化试验,压力平衡装置,应力集中,动力响应,超级不锈钢,,,NiCr合金,翻边结构,水密性,温压成形,O形密封环,801胶水
数值模拟技术,尺寸效应,热处理温度,结合强度,,低温冲击性能,密度差,概率分析,合金元素含量,数值解,紧凑式换热器,反应堆压力容器,多层容器,大型反应器,,,,,,旋风分离器,LNG双球球罐,石油储罐底板,LNG低温液体运输罐车,塔顶馏出线,焊接绝热气瓶,,,压制锅筒,锅炉,复合材料管道,管接头,尿素高压设备,泄放设计标准,稳定化热处理,评价,弹塑性应力分析方法,热模拟,闭合效应,锻制平封头,堆焊层裂纹,周向斜接管,非标准法兰,螺旋焊缝,钛铝复合板,,外压波纹管,,热冲击,N甲基二乙醇胺溶液,气泡,,法规标准,循环计数方法,推定模型,在线焊接,小Ω焊缝,手工钨极氩弧焊,蠕变疲劳交互作用,缝隙腐蚀,,,失效后果,检测,寿命预测,密封接触压力,应力分布,偏心力臂,BHW35钢,,,哈氏C2000合金,进出口结构,弹塑性界面,,界面形状,压水堆核电站
创新技术,大角焊缝,温度,蠕变强度,,局部力学性能,临界长度,比率塑性功,排量,极值窗口,绕管式换热器,反应堆压力容器RPV,高温高压容器用钢,预加氢反应器,,,,,,翅片油冷却器,15MnVNR钢制球罐,立式圆筒型储罐,石油罐区,脱硫塔,大容积钢质内胆环向缠绕气瓶,,,筒节,制氢转化炉,主蒸汽管道,X70管线钢环焊接头,压力设备,成形工艺评定,处理方法,安全高效运行,内压屈曲分析,有限元计算,精细化统一理论,厚壁大直径球形封头,堆焊层,,连接法兰,抗剪螺栓,904L不锈复合板,,虚拟光管,,热电厂空冷系统,单相流,硫化氢应力腐蚀开裂,,标准体系,正装法,Manson―Coffin方程,在役焊接,对接焊缝,埋弧焊,疲劳,腐蚀类型,,,材料损伤,风险检验,插销试验,整定压力,应力状态,低温冲击功,125Cr05Mo钢,,,宏观金相,支撑结构,应变线性化,,椭圆形丁胞,快速水冷却
修复技术,鼓胀系数,温度载荷,强度评定,,组织性能,高度分辨率,延伸率,定量超声检测,极值分布,发夹式换热器,压力容器用钢,承压容器,氧氯化反应器,,,,,,C型管束热交换器,氧气球罐,储罐,浮顶油罐,焦炭塔,气瓶水压内测法,,,薄壁内压短圆筒,9CrMo炉管,管道速接头,钎焊接头,临氢设备,设计优化,成形后热处理,安全泄压装置,流体动力学分析,模拟Ding试验,可拓理论,锆封头,负壳,,大直径法兰,螺栓连接装配资质,复合钢板,,冷管,,长期过热,气液两相流,气体泄漏,,ASME规范案例26051,三维虚拟裂纹闭合法,失效模型,消除焊接残余应力,多道焊缝金属,内孔焊,变幅疲劳,应力腐蚀裂纹,,,失效模式,激光检测,水压试验,屈曲失稳临界压力,高残余应力,阻力特性,铁素体钢,,,镍及镍合金,补强结构,严密性试压,,正拱形爆破片,压水堆
探头技术,尺寸精度,参考温度,条件屈服强度,,组织和性能,应力三轴度,概率非概率混合模型,损伤变量D2,月平均风速极大值,绕管换热器,压力容器分析设计,深冷容器,CVD反应器,,,,,,乙酸加热器,,低温储罐,罐体,塔裙连接型式,低温气瓶,,,筒体锻件,减粘炉,压力管道标准体系,换热管与管板接头,设备法兰,日常制造检验,集气处理站,核安全分级,层次分析,有限元仿真,网格理论,封头成形,双壳程,,浮头法兰,螺孔,SA738GrB钢板,,直管夹具,,传热单元,高压水射流喷丸,气缸,,标准修订,布置方法,计算公式,焊接应力,,无钎剂钎焊,疲劳蠕变,冲刷腐蚀,,,缺陷评定,基于风险的检测RBI,风洞试验,极限压力,名义应力范围,预紧力,双相钢,,,相变材料,限位支撑结构,塑性弯矩,,波形膨胀节,水浸超声
有限元技术,分布规律与参数,稳态温度场分布,连接强度,,性能验证,图纸名义厚度,率相关,轻量化,门槛值,套管换热器,塔式压力容器,爆炸容器,,,,,,,摩擦阻尼器,,LNG储罐,液化天然气LNG罐箱,高耸空塔,高压气瓶钢,,,薄壁筒,德士古气化炉,氨制冷压力管道,奥氏体不锈钢焊接接头,搪玻璃设备,机械制造业,热处理,安全阀,扫描电镜断口分析,扩展有限元法,变形理论,平板封头,层间隔震,,法兰连接,特殊螺纹,全焊透结构管板焊缝,,不锈钢换热管,,环状蓄热体,湍流激励,烟气,,ISO标准,球压痕法,模型,水平支承焊接,,焊材储存,疲劳破坏,应力腐蚀开裂敏感性,,,椭圆形凹坑损伤,导波检测,水压爆破试验,泄放压力,应力控制,侧向力作用,SAF2507双相不锈钢,,,难熔金属,大开孔结构,均匀性,,J形坡口,水泥环
合成孔径聚焦技术,LarsonMiller参数法,温度限制,强度胀接,,焊接性能,投料厚度,开盖率,折算质量法,熵权值,端焊式套管换热器,反应堆压力容器支座,矩形常压容器,,,,,,,汽水混合加热器,,液氨储罐,LPG铁路罐车,汽提塔,钢瓶,,,烘筒,乙烯裂解炉HP40炉管,一级管道,螺栓法兰接头,新型双锥回转设备,管束制造,最终热处理后,安全评价,机理分析,接触有限元,棘轮效应,S型封头,镗孔壁厚,,底部法兰,螺栓螺纹,搭接板,,Inconel690合金管子,,一维非稳态导热反演,流弹失稳,天然气,,标准规范,一次结构法,解耦模型,回火焊道焊接,,真空钎焊,蠕变疲劳交互,电化学腐蚀,,,缺陷,快速检测,检查与试验,压力边界,重力载荷,受力,1Cr5Mo钢,,,特种材料,组织结构,多线性随动强化,,马鞍形,压水反应堆
制造技术,Zig Zag角度,温度分布,应力强度评定,,连接性能,刚度叠加法,慢应变速率拉伸,法兰轻量化,临界值,连续螺旋折流板换热器,厚壁复合板压力容器,卧式容器,,,,,,,铝质冷却器,,双层C型LNG储罐,罐底,减压塔,低温绝热气瓶,,,筒体端部,乙烷裂解炉,管道流动,胀焊接头,加氢设备,双人双面焊工艺,焊接及热处理,接管安全端,屈曲分析,有限元建模,热弹塑性效应,锥形封头组件,单层高速电渣焊,,快开门法兰,螺纹损伤,中厚不锈钢钢复合板,,矩形波纹管,,热力耦合,雨流计数法,大气暴露,,RCCM规范,生死单元法,中径公式,应用与焊接,,起裂焊道,蠕变疲劳,空泡腐蚀,,,失效原因,数字射线检测,Gleeble试验,临界失稳压力,应力松弛,静摩擦力,低碳钢,,,金属与金属接触,特殊结构,超弹性,,地震波波形,氨水槽
冷装技术,阻力系数,单温度,强度性能,,冲击性能,椭圆度,存活率,当量实心板,临界值范围,波纹管换热器,简单压力容器,塔式容器,,,,,,,汽水分离再热器,,储罐底板腐蚀,油气罐区,碱洗塔,车用高压燃料气瓶,,,外压圆筒,25Cr35NiNb微合金乙烯裂解炉管,油气管道,伸缩接头,特种设备,工艺设计,调质热处理QT,合于使用评价,试样分析,PIPESTRESS有限元软件,线弹性理论,球冠形端封头,壁厚比,,,螺栓预紧载荷,平板试件,,横掠管束,,热膨胀,轴向流动,氢脆型应力腐蚀裂纹,,焊接标准,金属磁记忆法,GursonTvergaard模型,焊接措施,,等离子焊,疲劳断裂,腐蚀控制规程,,,垫片失效,试验和检验,楔形张开加载试验,压力确定,非均匀性静载荷,JR阻力曲线,SA543钢,,,Haynes 230镍基超合金,显微结构,符合性评定,,碟形弹簧,水试压
MPC技术,形状系数Y,混凝土温度,强度破坏,,金相及力学性能,异径度,泄漏率,定量风险分析,K值,多套管换热器,压力容器检验,整体多层夹紧式高压容器,,,,,,,倒置立式高压加热器,,常压储罐,汽车罐车,急冷塔,气瓶阀,,,厚壁筒,中压管壳式余热锅炉,管道法兰,油套管接头,承压设备常用材料,设计制造,冷拉处理,安全重要物项,振动分析,模拟退火方法,弹性理论,平管板封头,薄壁换热管,,,主螺栓螺纹副,管板上下表面温差,,出水管,,动态热边界,NS4溶液,采气厂,,有色金属材料标准,轧制法,公式,焊接变形,,自动TIG焊,疲劳寿命评估,低温腐蚀,,,损伤张开位移δd′,声发射检测,型式试验,失稳压力,残余应力应变,成功实例,XG630DR钢,,,爆破片与易熔合金塞串联组合装置,局部结构,柔性探头,,方形人孔,
自动超声检测技术,缺陷尺寸,适用温度,强度不匹配因子,,抗风性能,厚度减薄,自振频率,量化,抛物线插值,列管式换热器,压力管道和压力容器,对称矩形截面容器,,,,,,,器壁,,,罐壁设计,氨中和塔,LNG车用气瓶颈管,,,筒体鼓凸,废热锅炉,埋地管道缺陷,绝缘接头,炼油设备,安全设计,消氢处理,安全端,敏感性分析,焊接模拟试验,弹性薄壳理论,成形封头,壳程压降,,,螺带,厚钢板,,超大型波纹管,,热结构耦合,流致振动,气密封实验,,欧盟标准,无单元Galerkin法,BTC模型,焊接试验研究,,钎焊,疲劳监测系统,氧化腐蚀,,,超标缺陷,检测时间,拉伸试验,允许压力损失,应力,惯性力,ADB610钢,,,复合材料修复,结构优化,垫片非线性,,C形环,
室温应变强化技术,角接头,韧脆转变温度,总应力强度,,改善性能,法律制度,失效率,焊接质量,,印刷电路板式换热器,压力容器,绕丝式超高压容器,,,,,,,锅炉再热器,,,单容罐,尿素合成塔,气瓶泄露,,,筒体,锅炉联络管,超高压蒸汽管道,环焊接头,高耸设备,工艺仿真,调质处理,钢安全壳封头,ANSYS有限元分析软件,模拟,,厚壁球缺封头,圆柱壳,,,螺旋扭片,盲板头盖,,管头,,加热带,流体诱导振动,西气东输二线工程,,应变失效准则,最大最小循环计数法,破裂压力模型,振动焊接,,装焊,疲劳极限,沿晶型应力腐蚀,,,损伤机理,TOFD检测,试验压力,公称压力,应力比,冲击功KV2,304H不锈钢,,,哈氏合金B3,快开结构,弹性基础,,形变马氏体,
技术特性,超声非线性系数,保温温度,强度匹配,,热工性能,同轴度,地震功率谱,含湿量,,非对称换热器,球形压力容器,高压储氢容器,,,,,,,传感器,,,罐盖,二氧化碳汽提塔,气瓶爆炸,,,薄壁圆筒,炉内法,埋地管道,内管接头,化工设备设计,冲压工艺,处理,安全停堆地震,流场分析,有限元方法FEM,,封头内衬,多层包扎,,,异种材料螺纹联接件,钢板中心线,,穿管,,对流传热,汽液两相流,高温烟气,,新标准,图算法,RBTC模型,焊接数据库,,316L堆焊,多轴疲劳,应力腐蚀破裂,,,渐进失效,风险检测,WOL试验,初始压力,膜致应力,缠绕张力,异种钢,,,铝合金贮箱,子结构,塑性屈服,,形状重构,
